"decimalLon","decimalLat","bio6","bio14","cmi_max"
-71.618186026424,-14.575165484854,2663,77,2418
-72.741080131574,-14.485333956442,2688,88,2154
-74.223300350372,-14.350586663824,2692,86,910
-72.696164367368,-14.305670899618,2684,130,3825
-74.672457992432,-14.305670899618,2720,94,799
-69.731723929772,-14.260755135412,2689,802,3334
-71.483438733806,-14.170923607,2715,50,622
-71.393607205394,-14.170923607,2732,48,187
-70.405460392862,-14.081092078588,2693,261,1560
-73.774142708312,-14.081092078588,2720,96,1558
-73.414816594664,-13.901429021764,2713,145,2551
-70.944449563334,-13.901429021764,2660,378,2047
-71.303775676982,-13.856513257558,2657,216,2731
-71.258859912776,-13.856513257558,2669,230,2445
-71.079196855952,-13.766681729146,2641,710,4242
-71.169028384364,-13.766681729146,2653,530,3872
-72.78599589578,-13.72176596494,2705,164,4175
-71.797849083248,-13.587018672322,2778,80,493
-71.124112620158,-13.587018672322,2673,1044,4501
-75.211447162904,-13.542102908116,2701,218,1017
-72.78599589578,-13.542102908116,2755,131,1800
-75.121615634492,-13.49718714391,2689,218,1071
-74.672457992432,-13.452271379704,2680,217,1901
-74.986868341874,-13.452271379704,2693,213,1178
-73.998721529342,-13.407355615498,2717,74,1643
-71.977512140072,-13.407355615498,2730,154,2637
-74.178384586166,-13.362439851292,2718,65,1477
-74.762289520844,-13.362439851292,2677,221,1796
-75.166531398698,-13.227692558674,2684,256,1242
-72.067343668484,-13.137861030262,2731,197,2361
-75.076699870286,-13.092945266056,2679,278,1419
-74.717373756638,-13.04802950185,2727,172,907
-74.941952577668,-12.868366445026,2699,250,1200
-75.03178410608,-12.868366445026,2681,284,1313
-75.570773276552,-12.82345068082,2694,216,1012
-74.672457992432,-12.778534916614,2746,195,1042
-76.109762447024,-12.643787623996,2743,34,414
-76.109762447024,-12.59887185979,2740,39,573
-74.897036813462,-12.37429303876,2737,276,1481
-75.211447162904,-12.329377274554,2758,140,186
-76.37925703226,-11.9251353967,2715,136,1484
-75.25636292711,-11.9251353967,2755,152,608
-74.986868341874,-11.70055657567,2713,624,2900
-76.244509739642,-11.70055657567,2681,155,1236
-75.660604804964,-11.610725047258,2712,216,960
-76.289425503848,-11.565809283052,2669,222,1999
-75.660604804964,-11.520893518846,2716,249,1065
-75.885183625994,-11.47597775464,2698,220,1145
-75.795352097582,-11.431061990434,2720,247,877
-76.334341268054,-11.386146226228,2686,167,1166
-75.885183625994,-11.386146226228,2715,249,1009
-75.840267861788,-11.386146226228,2708,283,1183
-75.9300993902,-11.296314697816,2705,279,1243
-75.975015154406,-11.25139893361,2699,274,1333
-75.975015154406,-11.206483169404,2713,238,703
-76.019930918612,-11.161567405198,2715,225,770
-76.109762447024,-11.116651640992,2713,212,1065
-76.109762447024,-11.116651640992,2713,212,1065
-75.975015154406,-11.02682011258,2697,318,1443
-76.199593975436,-10.847157055756,2713,155,403
-77.232656552174,-10.35308364949,2734,34,1267
-77.187740787968,-9.90392600743,2668,99,2252
-77.187740787968,-9.859010243224,2662,105,2389
-77.27757231638,-9.859010243224,2701,55,1658
-77.591982665822,-8.915779194898,2710,109,2441
-78.041140307882,-7.927632382366,2719,113,1460
-69.102903230888,-18.482836970776,2669,40,645
-69.282566287712,-18.482836970776,2691,30,291
-69.237650523506,-18.482836970776,2693,30,200
-69.372397816124,-18.43792120657,2691,37,764
-69.282566287712,-18.393005442364,2693,37,537
-69.41731358033,-18.393005442364,2692,39,926
-69.462229344536,-18.303173913952,2692,36,773
-69.147818995094,-18.303173913952,2669,52,1066
-69.327482051918,-18.303173913952,2696,38,575
-69.462229344536,-18.21334238554,2686,37,707
-69.462229344536,-18.21334238554,2686,37,707
-69.372397816124,-18.21334238554,2693,38,469
-69.282566287712,-18.078595092922,2698,37,444
-69.596976637154,-17.98876356451,2735,26,21
-69.552060872948,-17.943847800304,2717,32,254
-69.686808165566,-17.943847800304,2713,27,251
-69.596976637154,-17.898932036098,2723,26,-22
-69.731723929772,-17.854016271892,2735,23,-65
-69.372397816124,-17.809100507686,2686,34,460
-69.41731358033,-17.809100507686,2680,36,575
-69.507145108742,-17.809100507686,2664,38,678
-69.731723929772,-17.76418474348,2726,26,44
-69.776639693978,-17.76418474348,2724,24,231
-69.596976637154,-17.76418474348,2682,35,555
-69.596976637154,-17.674353215068,2692,34,277
-69.41731358033,-17.674353215068,2690,28,-10
-69.686808165566,-17.674353215068,2708,31,94
-69.507145108742,-17.674353215068,2678,31,253
-69.462229344536,-17.584521686656,2686,31,93
-69.507145108742,-18.078595092922,2668,45,961
-68.923240174064,-16.686206402536,2720,101,2110
-71.618186026424,-15.877722646828,2696,64,735
-71.079196855952,-15.563312297386,2684,51,465
-69.552060872948,-14.709912777472,2683,247,2392
-74.447879171402,-14.664997013266,2714,75,710
-74.313131878784,-14.664997013266,2691,96,865
-73.819058472518,-14.62008124906,2687,115,1713
-73.190237773634,-14.260755135412,2706,111,2276
-76.199593975436,-11.610725047258,2676,198,1653
-78.62504524256,-7.029317098246,2791,187,1903
